ID,GU,resi_y,resi_m,q1,q2,q3,q3_1_1,q3_1_2,q3_1_3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q6,q6_op,q7,q8,q9,q9_1,q9_2,q9_2_op,q3_3_1,q3_3_2,q3_3_3,q3_3_4,q3_3_5,q3_3_6,q3_3_7,q3_3_8,q3_3_9,q3_3_10,q3_3_11,q3_3_12,q3_3_13,q3_3_14,q3_3_15,q3_3_16,q3_3_16_op,q9_4,q9_5,q9_5_op,q10,q10_op,q11_1,q11_1_op,q11_2,q11_2_op,q12,q13,q13_1,q13_2,q14,q14_op,q15,q15_op,q16,q16_op,q17,q17_op,q18,q19,q20,q21_op,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9_1,DM9_2,DM9_3,DM9_4,DM10,DM11,DM12,DM12_op,DM13,DM14,DM14_op,DM15,wg,ws
901,1,24.0,10.0,5.0,6.0,5.0,1.0,5.0,8.0,1.0,5.0,5.0,6.0,5.0,6.0,8.0,,5.0,1.0,1.0,1.0,2.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,30.0,2.0,,,,2.0,,11.0,,3.0,1.0,2.0,30.0,2.0,,1.0,,1.0,,5.0,,1.0,2.0,5.0,,1,57,2.0,4.0,2.0,2.0,1.0,0.0,7.0,,,,1.0,1.0,8.0,,8.0,1.0,,1.0,1022.33,1.795
902,1,21.0,2.0,5.0,6.0,6.0,2.0,1.0,9.0,1.0,6.0,6.0,5.0,6.0,6.0,10.0,,6.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,7.0,,2.0,1.0,1.0,20.0,3.0,,2.0,,2.0,,1.0,,1.0,2.0,3.0,,2,45,2.0,2.0,4.0,1.0,1.0,1.0,5.0,6.0,,,1.0,1.0,3.0,,9.0,1.0,,1.0,487.91,0.8567
903,1,27.0,4.0,6.0,5.0,5.0,1.0,5.0,2.0,1.0,6.0,7.0,6.0,5.0,6.0,6.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,4.0,,1.0,,2.0,1.0,4.0,45.0,2.0,,2.0,,1.0,,2.0,,1.0,1.0,4.0,,1,38,1.0,3.0,4.0,3.0,2.0,,,,,,1.0,1.0,3.0,,7.0,3.0,,2.0,233.83,0.4106
904,2,10.0,7.0,4.0,4.0,4.0,,,,5.0,4.0,5.0,4.0,4.0,5.0,1.0,,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,3.0,,3.0,2.0,,,2.0,,5.0,,1.0,,1.0,,3.0,3.0,4.0,,1,41,2.0,3.0,2.0,1.0,2.0,,,,,,1.0,1.0,3.0,,9.0,1.0,,2.0,499.88,0.8777
905,4,13.0,7.0,6.0,5.0,6.0,1.0,5.0,3.0,2.0,6.0,7.0,6.0,7.0,6.0,2.0,,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,2.0,,5.0,,2.0,1.0,4.0,45.0,1.0,,2.0,,2.0,,1.0,,2.0,2.0,2.0,,2,38,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,6.0,1.0,,2.0,266.42,0.4678
906,3,6.0,6.0,4.0,5.0,5.0,2.0,8.0,7.0,1.0,6.0,5.0,4.0,5.0,6.0,8.0,,5.0,2.0,1.0,2.0,2.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,250.0,1.0,,,,4.0,,2.0,,4.0,1.0,4.0,150.0,3.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,2,36,2.0,3.0,2.0,1.0,2.0,,,,,,1.0,4.0,3.0,,8.0,1.0,,2.0,254.32,0.4465
907,4,11.0,5.0,3.0,4.0,3.0,,,,3.0,5.0,4.0,4.0,4.0,4.0,3.0,,3.0,4.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,3.0,,,,4.0,,8.0,,2.0,2.0,,,2.0,,2.0,,2.0,,1.0,,2.0,3.0,6.0,,2,63,2.0,4.0,2.0,3.0,1.0,0.0,7.0,,,,3.0,,2.0,,9.0,3.0,,1.0,700.07,1.2292
908,1,13.0,7.0,5.0,6.0,5.0,1.0,3.0,5.0,1.0,6.0,6.0,7.0,5.0,6.0,6.0,,6.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,4.0,,2.0,1.0,4.0,70.0,1.0,,2.0,,2.0,,1.0,,2.0,2.0,5.0,,1,54,2.0,3.0,4.0,2.0,1.0,2.0,4.0,,,,3.0,,11.0,,6.0,2.0,,2.0,1422.67,2.4979
909,1,6.0,3.0,6.0,6.0,7.0,2.0,5.0,7.0,2.0,5.0,6.0,6.0,5.0,7.0,2.0,,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,2.0,,5.0,,2.0,1.0,4.0,60.0,3.0,,2.0,,2.0,,3.0,,2.0,2.0,2.0,,2,30,1.0,3.0,3.0,1.0,2.0,,,,,,1.0,1.0,3.0,,6.0,1.0,,2.0,198.29,0.3482
910,2,30.0,5.0,6.0,5.0,6.0,2.0,3.0,6.0,2.0,6.0,5.0,6.0,7.0,5.0,1.0,,6.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,2.0,,,,2.0,,1.0,,2.0,2.0,,,2.0,,1.0,,2.0,,2.0,,2.0,2.0,3.0,,1,64,1.0,3.0,2.0,1.0,1.0,0.0,7.0,,,,1.0,1.0,2.0,,7.0,1.0,,1.0,1819.63,3.1949
911,2,11.0,7.0,4.0,3.0,4.0,,,,5.0,3.0,5.0,4.0,3.0,4.0,1.0,,4.0,5.0,4.0,1.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,1.0,,,,1.0,,5.0,,3.0,2.0,,,2.0,,2.0,,1.0,,1.0,,3.0,3.0,5.0,,2,21,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,7.0,1.0,,2.0,440.24,0.773
912,4,4.0,5.0,4.0,5.0,3.0,,,,3.0,3.0,4.0,3.0,5.0,6.0,4.0,,4.0,1.0,1.0,1.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,2.0,,,,4.0,,6.0,,3.0,1.0,2.0,50.0,1.0,,2.0,,2.0,,1.0,,1.0,1.0,2.0,,2,59,2.0,1.0,5.0,2.0,1.0,0.0,6.0,,,,1.0,3.0,11.0,,2.0,1.0,,1.0,545.92,0.9585
913,2,2.0,5.0,6.0,5.0,5.0,7.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,11.0,,5.0,2.0,2.0,1.0,2.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,2.0,,,,1.0,,4.0,,2.0,2.0,,,2.0,,4.0,,3.0,,2.0,,1.0,2.0,2.0,물가 안정,2,31,1.0,4.0,2.0,3.0,2.0,,,,,,1.0,1.0,4.0,,4.0,2.0,,4.0,142.72,0.2506
914,4,10.0,7.0,4.0,4.0,4.0,,,,5.0,4.0,4.0,4.0,4.0,4.0,1.0,,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,3.0,2.0,,,2.0,,2.0,,1.0,,1.0,,3.0,3.0,3.0,,2,38,2.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,3.0,,9.0,1.0,,2.0,266.42,0.4678
915,2,10.0,5.0,6.0,5.0,7.0,2.0,4.0,5.0,2.0,6.0,7.0,6.0,5.0,6.0,3.0,,6.0,1.0,1.0,1.0,2.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,2.0,,,,3.0,,2.0,,2.0,2.0,,,2.0,,5.0,,4.0,,2.0,,2.0,2.0,1.0,,2,33,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,142.72,0.2506
916,2,7.0,10.0,6.0,5.0,5.0,,,,1.0,6.0,5.0,5.0,5.0,5.0,2.0,,6.0,1.0,2.0,1.0,2.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80.0,1.0,,,,1.0,,2.0,,4.0,1.0,2.0,40.0,2.0,,2.0,,1.0,,1.0,,1.0,1.0,1.0,,2,61,2.0,1.0,3.0,2.0,1.0,0.0,7.0,,,,3.0,,11.0,,5.0,1.0,,1.0,1207.42,2.12
917,3,3.0,6.0,5.0,5.0,4.0,,,,3.0,5.0,3.0,3.0,5.0,5.0,6.0,,5.0,3.0,4.0,2.0,2.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120.0,1.0,,,,9.0,,1.0,,4.0,1.0,2.0,100.0,3.0,,2.0,,1.0,,1.0,,2.0,2.0,1.0,주거 및 도로 환경개선,2,43,2.0,3.0,3.0,2.0,1.0,1.0,3.0,,,,3.0,,11.0,,9.0,1.0,,1.0,277.38,0.487
918,2,9.0,0.0,5.0,6.0,5.0,7.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,8.0,,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,9.0,,8.0,,5.0,3.0,5.0,10.0,2.0,,4.0,,1.0,,2.0,,1.0,1.0,3.0,,2,45,4.0,2.0,2.0,2.0,1.0,1.0,3.0,,,,1.0,1.0,3.0,,4.0,1.0,,1.0,535.2,0.9397
919,4,15.0,6.0,4.0,4.0,4.0,,,,5.0,4.0,4.0,4.0,4.0,4.0,1.0,,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,3.0,2.0,,,2.0,,2.0,,1.0,,1.0,,3.0,3.0,3.0,,1,39,2.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,,,1.0,1.0,3.0,,9.0,1.0,,2.0,654.55,1.1492
920,4,28.0,1.0,3.0,4.0,3.0,,,,3.0,1.0,3.0,3.0,2.0,2.0,5.0,,3.0,3.0,2.0,2.0,3.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,4.0,,,,8.0,,2.0,,5.0,2.0,,,3.0,,5.0,,1.0,,1.0,,1.0,1.0,6.0,"여성 안전 관련 지원(스마트 안전센서, 홈카메라 지원 등 타 지역에서 진행한 사업) 공유 킥보드, 공유 전기자전거 규제(인도 운전 금지, 2인 이상 사용 강력 규제, 어린이보호구역 또는 노인주거지역 탑승 규제 등) 그리고 제발 버스 배차시간을 줄이던지 버스 좀 늘려주세요",2,31,1.0,3.0,2.0,3.0,2.0,,,,,,2.0,,3.0,,7.0,1.0,,1.0,216.81,0.3807
921,2,3.0,0.0,6.0,6.0,6.0,5.0,2.0,8.0,2.0,6.0,6.0,6.0,7.0,7.0,6.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,5.0,,5.0,3.0,2.0,10.0,2.0,,5.0,,2.0,,3.0,,2.0,2.0,3.0,,2,31,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,4.0,,3.0,142.72,0.2506
922,2,6.0,0.0,5.0,6.0,4.0,,,,3.0,5.0,4.0,5.0,4.0,4.0,1.0,,3.0,3.0,1.0,1.0,2.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,1.0,,,,12.0,,9.0,,5.0,3.0,3.0,50.0,4.0,,2.0,,1.0,,1.0,,1.0,1.0,6.0,지금 권선구에 불법 주차 된 영업용 차량이 부지기수인데 전혀 단속이 되지않고 있음 서수원 홈플러스 주변만 하더라도 24시간 불법 주차 차량이 만연한데 단속하는걸 본적이 없고 GS아파트 주변도 마찬가지임 하다못해 호매실 IC 주변 불법주차를 보면 어이없어 웃음이 나옴,1,42,2.0,4.0,5.0,1.0,1.0,3.0,3.0,4.0,,,1.0,1.0,3.0,,8.0,1.0,,3.0,499.88,0.8777
923,2,7.0,6.0,6.0,5.0,6.0,1.0,2.0,3.0,1.0,6.0,7.0,6.0,6.0,7.0,1.0,,6.0,1.0,1.0,1.0,3.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,2.0,,1.0,1.0,4.0,40.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1,35,1.0,3.0,2.0,1.0,2.0,,,,,,1.0,1.0,1.0,,6.0,1.0,,1.0,233.75,0.4104
924,2,6.0,2.0,6.0,5.0,6.0,2.0,3.0,1.0,2.0,6.0,6.0,5.0,5.0,6.0,1.0,,7.0,1.0,2.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,3.0,,1.0,1.0,3.0,20.0,1.0,,1.0,,1.0,,2.0,,2.0,1.0,2.0,,1,37,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,233.75,0.4104
925,1,20.0,3.0,4.0,5.0,5.0,6.0,7.0,8.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,3.0,,5.0,,4.0,1.0,2.0,130.0,3.0,,4.0,,2.0,,1.0,,2.0,2.0,5.0,,1,64,2.0,3.0,2.0,3.0,1.0,0.0,6.0,,,,3.0,,13.0,연금생활자,6.0,1.0,,1.0,1109.4,1.9479
926,3,3.0,6.0,5.0,6.0,4.0,,,,3.0,4.0,4.0,4.0,4.0,4.0,9.0,,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,8.0,,4.0,1.0,4.0,100.0,1.0,,3.0,,2.0,,1.0,,2.0,2.0,3.0,,2,58,2.0,3.0,5.0,2.0,1.0,0.0,7.0,,,,2.0,,11.0,,1.0,1.0,,1.0,488.0,0.8568
927,1,5.0,6.0,5.0,5.0,6.0,2.0,5.0,8.0,1.0,5.0,5.0,6.0,6.0,6.0,6.0,,6.0,1.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,1.0,,,,2.0,,1.0,,4.0,1.0,3.0,40.0,2.0,,2.0,,2.0,,1.0,,2.0,2.0,4.0,,2,57,2.0,1.0,2.0,2.0,1.0,0.0,7.0,,,,2.0,,11.0,,6.0,2.0,,1.0,569.59,1.0001
928,4,4.0,0.0,6.0,3.0,4.0,,,,1.0,6.0,6.0,5.0,4.0,3.0,5.0,,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,5.0,,3.0,,4.0,2.0,,,2.0,,5.0,,4.0,,3.0,,4.0,2.0,2.0,,2,24,3.0,3.0,5.0,3.0,2.0,,,,,,2.0,,4.0,,5.0,3.0,,3.0,952.86,1.673
929,2,10.0,6.0,3.0,6.0,2.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,11.0,,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,3.0,,5.0,,5.0,3.0,3.0,30.0,2.0,,2.0,,1.0,,4.0,,1.0,1.0,5.0,,1,55,2.0,3.0,4.0,1.0,1.0,1.0,5.0,,,,1.0,6.0,2.0,,3.0,3.0,,3.0,2140.86,3.7589
930,2,8.0,0.0,4.0,5.0,4.0,,,,1.0,4.0,4.0,4.0,5.0,4.0,2.0,,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,3.0,,4.0,,4.0,3.0,3.0,40.0,3.0,,2.0,,4.0,,4.0,,3.0,4.0,4.0,,1,32,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,6.0,1.0,,2.0,279.07,0.49
931,3,2.0,6.0,3.0,3.0,3.0,,,,2.0,2.0,4.0,3.0,2.0,3.0,2.0,,1.0,4.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,3.0,,,,4.0,,2.0,,3.0,2.0,,,3.0,,2.0,,1.0,,2.0,,2.0,2.0,6.0,,1,32,2.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,3.0,,8.0,1.0,,1.0,891.82,1.5658
932,2,10.0,8.0,3.0,3.0,5.0,2.0,5.0,6.0,1.0,4.0,5.0,6.0,5.0,6.0,4.0,,5.0,2.0,2.0,1.0,2.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120.0,2.0,,,,2.0,,4.0,,2.0,2.0,,,3.0,,4.0,,1.0,,2.0,,2.0,3.0,3.0,,1,39,2.0,3.0,3.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,233.75,0.4104
933,4,13.0,2.0,4.0,5.0,4.0,,,,1.0,4.0,5.0,4.0,4.0,6.0,3.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,4.0,,4.0,2.0,,,3.0,,3.0,,3.0,,3.0,,4.0,3.0,2.0,,2,28,1.0,3.0,3.0,3.0,2.0,,,,,,2.0,,3.0,,6.0,1.0,,2.0,411.74,0.7229
934,2,10.0,0.0,4.0,4.0,4.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,1.0,,3.0,4.0,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,350.0,2.0,,,,6.0,,8.0,,3.0,2.0,,,3.0,,2.0,,2.0,,1.0,,2.0,2.0,5.0,,2,63,2.0,4.0,4.0,1.0,1.0,0.0,7.0,,,,3.0,,13.0,퇴직자,9.0,1.0,,1.0,1207.42,2.12
935,4,1.0,9.0,5.0,5.0,5.0,7.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,,4.0,3.0,2.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,10.0,2.0,,,,11.0,,4.0,,4.0,1.0,3.0,30.0,1.0,,2.0,,2.0,,2.0,,1.0,2.0,5.0,,1,40,1.0,2.0,1.0,3.0,2.0,,,,,,1.0,1.0,2.0,,5.0,2.0,,3.0,545.63,0.958
936,2,5.0,2.0,2.0,6.0,2.0,,,,4.0,2.0,2.0,2.0,2.0,2.0,8.0,,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11.0,,4.0,,5.0,1.0,4.0,150.0,1.0,,1.0,,1.0,,1.0,,5.0,5.0,2.0,교통법규의 심한 단속 30키로 구간의 심한 교통정체,2,50,2.0,3.0,2.0,1.0,2.0,,,,,,1.0,2.0,5.0,,7.0,1.0,,2.0,601.92,1.0568
937,2,15.0,7.0,3.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,,4.0,3.0,1.0,1.0,2.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,4.0,,,,4.0,,6.0,,3.0,2.0,,,3.0,,2.0,,1.0,,2.0,,2.0,3.0,3.0,,1,30,1.0,2.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,2.0,279.07,0.49
938,2,6.0,4.0,5.0,4.0,5.0,2.0,4.0,5.0,2.0,5.0,6.0,4.0,5.0,6.0,1.0,,5.0,2.0,2.0,3.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,100.0,1.0,,,,4.0,,3.0,,2.0,2.0,,,2.0,,2.0,,1.0,,1.0,,3.0,2.0,3.0,,2,33,1.0,2.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,2.0,142.72,0.2506
939,3,26.0,9.0,4.0,5.0,4.0,,,,2.0,5.0,5.0,3.0,4.0,5.0,6.0,,4.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,4.0,,4.0,3.0,2.0,20.0,1.0,,2.0,,5.0,,1.0,,2.0,2.0,1.0,,2,25,1.0,2.0,4.0,2.0,2.0,,,,,,3.0,,4.0,,7.0,1.0,,1.0,255.18,0.448
940,2,13.0,1.0,5.0,7.0,5.0,1.0,2.0,7.0,1.0,5.0,6.0,5.0,5.0,6.0,6.0,,6.0,2.0,1.0,1.0,2.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,3.0,,6.0,,3.0,1.0,2.0,50.0,3.0,,2.0,,1.0,,1.0,,1.0,1.0,2.0,물가 안정을 위해 지역 상품권 활성화 추진,1,50,2.0,1.0,3.0,1.0,1.0,1.0,3.0,,,,1.0,4.0,8.0,,4.0,1.0,,1.0,681.48,1.1965
941,1,11.0,2.0,4.0,5.0,4.0,,,,3.0,5.0,5.0,4.0,4.0,5.0,9.0,,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,8.0,,5.0,1.0,4.0,100.0,3.0,,2.0,,4.0,,1.0,,1.0,2.0,3.0,,2,50,2.0,3.0,3.0,2.0,1.0,1.0,5.0,,,,3.0,,13.0,프리랜서 강사,9.0,1.0,,1.0,564.83,0.9917
942,2,12.0,2.0,6.0,7.0,6.0,2.0,4.0,5.0,1.0,7.0,5.0,6.0,7.0,6.0,1.0,,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,1.0,,,,1.0,,2.0,,1.0,1.0,4.0,30.0,2.0,,3.0,,2.0,,1.0,,1.0,1.0,1.0,,2,37,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,175.68,0.3085
943,2,12.0,8.0,6.0,5.0,6.0,2.0,1.0,3.0,1.0,6.0,5.0,5.0,7.0,5.0,1.0,,6.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,2.0,,1.0,,1.0,1.0,3.0,30.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,2,37,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,175.68,0.3085
944,1,2.0,10.0,4.0,6.0,4.0,,,,3.0,4.0,4.0,4.0,4.0,4.0,6.0,,4.0,3.0,4.0,1.0,2.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,1.0,,,,4.0,,10.0,,5.0,1.0,5.0,50.0,3.0,,2.0,,2.0,,1.0,,2.0,1.0,3.0,,1,47,2.0,4.0,5.0,2.0,1.0,2.0,3.0,,,,1.0,5.0,13.0,학원장,9.0,1.0,,2.0,745.43,1.3088
945,2,3.0,0.0,4.0,4.0,3.0,,,,4.0,4.0,4.0,4.0,4.0,3.0,11.0,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.0,,4.0,,3.0,2.0,,,3.0,,2.0,,2.0,,1.0,,2.0,3.0,5.0,,2,29,2.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,,4.0,1.0,,2.0,211.0,0.3705
946,4,8.0,4.0,6.0,6.0,7.0,5.0,7.0,2.0,2.0,6.0,5.0,7.0,6.0,6.0,6.0,,7.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,2.0,,4.0,,3.0,1.0,4.0,45.0,3.0,,2.0,,2.0,,2.0,,2.0,2.0,2.0,,1,28,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,6.0,1.0,,2.0,1340.25,2.3532
947,1,13.0,8.0,6.0,6.0,6.0,1.0,3.0,5.0,2.0,6.0,6.0,5.0,6.0,6.0,2.0,,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,4.0,,1.0,,2.0,3.0,3.0,55.0,2.0,,1.0,,2.0,,2.0,,2.0,2.0,2.0,,2,29,1.0,3.0,4.0,3.0,2.0,,,,,,1.0,1.0,3.0,,7.0,1.0,,1.0,276.17,0.4849
948,4,15.0,9.0,4.0,5.0,4.0,,,,2.0,5.0,5.0,4.0,4.0,5.0,5.0,,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,5.0,,4.0,3.0,3.0,30.0,3.0,,3.0,,4.0,,3.0,,3.0,3.0,3.0,,2,34,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,6.0,1.0,,2.0,216.81,0.3807
949,1,15.0,8.0,6.0,6.0,5.0,4.0,2.0,7.0,3.0,5.0,6.0,5.0,5.0,6.0,6.0,,6.0,3.0,4.0,1.0,2.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,3.0,,,,4.0,,8.0,,4.0,1.0,4.0,50.0,2.0,,2.0,,2.0,,3.0,,2.0,1.0,3.0,,1,50,2.0,3.0,3.0,2.0,1.0,1.0,3.0,,,,1.0,1.0,7.0,,7.0,2.0,,1.0,1422.67,2.4979
950,1,7.0,2.0,7.0,6.0,6.0,2.0,4.0,5.0,2.0,6.0,6.0,7.0,6.0,6.0,2.0,,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,4.0,,5.0,1.0,2.0,50.0,2.0,,4.0,,1.0,,1.0,,2.0,2.0,3.0,,1,32,1.0,3.0,4.0,3.0,2.0,,,,,,1.0,1.0,3.0,,7.0,3.0,,2.0,349.9,0.6143
951,4,15.0,7.0,6.0,6.0,6.0,1.0,3.0,5.0,2.0,6.0,7.0,5.0,6.0,6.0,5.0,,6.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,3.0,,3.0,1.0,3.0,40.0,3.0,,2.0,,1.0,,2.0,,2.0,2.0,2.0,,2,35,1.0,3.0,4.0,3.0,2.0,,,,,,1.0,1.0,3.0,,6.0,2.0,,2.0,266.42,0.4678
