지표명,산출방법,단위,출처,year,value
순이동률,"※ 이동률(%): 인구 백명당 이동자수 = 이동자수 ÷ 연앙인구 × 100   
▶순이동률은 전입자수와 전출자수의 차이로 계산
▶연앙인구: 1993년부터는 주민등록인구연앙인구 사용(※ 주민등록연앙인구=[연초 주민등록인구+연말 주민등록인구]/2)
▶연중 행정구역 변경시 주민등록연앙인구는 변경된 행정구역을 기준으로 연초 변경전 인구와 연말 변경후 인구의 평균, 이동자는 행정구역 변경전 이동자와 변경후 이동자의 합으로 이동률 계산
",%,"통계청, 「국내인구이동통계」",2017,0.3
합계출산율,"한 여자가 가임기간(15~49세)동안 낳을 것으로 예상되는 평균 출생아 수
",가임여성 1명당 명,"통계청, 「인구동향조사」",2017,1.044
외국인 총인구,"수원기본통계 내 외국인 인구
▶외국인 등록현황 내 외국인 총계
",명,"경기도 수원시, 「수원기본통계」",2017,37852.0
결혼이민자 수,"국민과의 혼인관계를 바탕으로 국내에 체류하고 있는 외국인으로서 F-2-1(국민의배우자 구 체류자격), F-5-2(결혼이민 영주자격), F-6-1(국민의 배우자) F-6-2(자녀양육), F-6-3(혼인단절) 체류 자격 소지자
※ 수원시는 수원시와 구별 인구의 합
",명,"법무부, 「출입국자및체류외국인통계」",2017,3730.0
다문화가정 학생 수,"국제결혼가정 학생과 외국인 가정 학생의 합(행정구역별 소계)
▶국제결혼 가정_국내출생: 한국인 부(모)와 외국인 모(부) 사이에 태어난 자녀 중 국내에서 출생한 자녀
▶국제결혼 가정_중도입국: 한국인 부(모)와 외국인 모(부) 사이에 태어난 자녀 중 외국인 부(모)의 한국 국적취득여부와 관계없이 외국에서 태어나 부모와 함꼐 중도에 국내로 입국한 자녀
▶외국인 가정: 부모가 모두 외국인이며 한국에 함께 거주하고 있는 가정의 자녀
▶교육기본통계조사 결과로, 조사기준일(매년. 4. 1.)에 따른 통계이며 공표 후 변동 없음. 유사 자료인 정보공시 자료는 수시로 수정 가능한 공시 자료로 본 통계와 다를 수 있음
",명,"한국교육개발원 국가교육통계연구본부, 국가교육통계센터 내 교육통계 데이터베이스",2017,2073.0
외국인 유학생 수,"체류자격이 유학(D-2), 일반연수(D-4) 중 ‘대학부설 어학원 연수(D-4-1), 외국어연수생(D-4-7)’인 자 
▶기준일자: 2010-2014년 1월 1일, 2015-2023년 11월1일(2015년은 11월 1일자로 데이터 구축)
",명,"행정안전부, 「지방자치단체외국인주민현황」",2017,3360.0
1인가구 비율,"일반가구 중 1인가구 수와 1인가구가 차지하는 비율
※ 1인가구 비율 = (1인가구 수 ÷ 일반가구 수) ×100
▶2010년 총가구수 대비 1인가구 비율
▶2015-2023년 일반가구를 대상으로 집계. 단, 집단가구(6인 이상 비친족 가구, 집단시설가구(기숙사, 사회시설 등)) 및 외국인가구 제외
","가구, %","통계청, 「인구총조사」",2017,28.072866256913738
1인가구 수,,,,2017,125011.0
가구 수,"인구총조사 기준 총 가구수
▶일반가구, 집단가구, 집단시설가구, 외국인가구 등을 모두 포괄하는 총 가구 수
",가구,"통계청, 「인구총조사」",2017,465209.0
평균 가구원 수,"일반가구의 평균 가구원수
※ 평균가구원수 = ∑ (가구원수 × 가구수) ÷ 가구수
▶일반가구(가족으로 이루어진 가구, 가족과 5인 이하의 남남이 함께 사는 가구, 1인가구, 가족이 아닌 남남끼리 함께 사는 5인 이하의 가구)를 대상으로 집계. 단, 집단가구(6인이상 비친족가구, 기숙사, 사회시설 등) 및 외국인가구 제외(내국인(한국인)과 함께 살고 있는 외국인은 일반가구원으로 집계)
",명,"통계청, 「인구총조사」",2017,2.6
다문화 가정 수,"귀화자 등이 있는 가구 또는 외국인이 한국인(귀화자 등 포함)과 혼인으로 이루어진 가구 또는 그 자녀가 포함된 가구
▶귀화자 등: 국적법상 귀화·인지에 의한 국적취득자로 현재 대한민국 국민인 자(국적회복자 제외)
",가구,"통계청, 「인구총조사」",2017,8761.0
반려동물 보유가구 비율,"반려동물이 ""있다""는 응답 비율
▶2016년은 경기도사회조사 기준",%,"경기도, 「경기도사회조사」
경기도 수원시, 「수원시사회조사」",2017,
재정총량,"일반회계 + 특별회계 + 기금
▶회계연도 기준
",백만원,지방재정365(지방재정통합공개시스템),2017,2408136.264079
자체재원,"자체재원(2010년~2013년) = 지방세수입 + 세외수입 + 지방채및예치금회수
자체재원(2014년~2024년) = 지방세수입 + 세외수입 + 지방채 + 보전수입등 및 내부거래 
▶회계연도 기준
",백만원,지방재정365(지방재정통합공개시스템),2017,1283186.0
이전재원,"지방교부세 + 조정교부금등 + 보조금
▶회계연도 기준",백만원,지방재정365(지방재정통합공개시스템),2017,861848.0
재정자립도,"일반회계의 세입중 지방세와 세외수입의 비율
※ 재정자립도 = (지방세 + 세외수입) ÷ 자치단체 예산규모 × 100
▶높을수록 재정운영의 자립능력이 우수함을 의미
▶산정기준: 일반회계, 당초예산 (전국평균 및 시도별 평균: 순계 기준, 자치단체: 총계 기준)
▶2014년 세입과목 개편(잉여금, 이월금, 예탁·예수금이 세외수입에서 제외)됨
",%,행정안전부(재정정책과),2017,
세입과목 개편 후,,,,2017,51.9
세입과목 개편 전,,,,2017,58.8
재정자주도,"전체 세입에서 자치단체가 편성·집행할 수 있는 재원의 비율
※ 재정자주도=(자체수입 + 자주재원) ÷ 자치단체예산규모 X 100
▶높을수록 재정운용의 자율성이 좋다는 것을 의미
▶산정기준: 일반회계, 당초예산 (전국평균 및 시도별 평균: 순계 기준, 자치단체: 총계 기준)
▶2014년 세입과목 개편(잉여금, 이월금, 예탁·예수금이 세외수입에서 제외)됨",%,행정안전부(재정정책과),2017,
세입과목 개편 후,,,,2017,62.8
세입과목 개편 전,,,,2017,69.7
복지재정 지출,"일반회계중 사회복지예산비중
▶지방자치단체가 당해연도에 사회복지분야(기초생활보장, 취약계층지원, 보육·가족 및 여성, 노인·청소년, 노동, 보훈, 주택, 사회복지일반)와 보건분야(보건의료, 식품의약안전)의 예산액이 전체예산액에서 차지하는 비율
※ 일반회계중 사회복지예산비중={(사회복지분야 예산액 + 보건분야 예산액) ÷ 전체 예산액} × 100
",%,행정안전부(회계제도과),2017,36.7
고용률,"반기, 분기별 고용률의 경우 단순평균으로 연간 고용률 산출
▶2015년 인구총조사(등록센서스) 결과를 토대로 소급작성된 추계인구의 변경을 반영하여 2008년부터 2017년 상반기까지의 자료를 변경하였음

",%,"통계청, 「지역별고용조사」",2017,58.0
실업률,"반기, 분기별 실업률의 경우 단순평균으로 연간 실업률 산출
▶2015년 인구총조사(등록센서스) 결과를 토대로 소급작성된 추계인구의 변경을 반영하여 2008년부터 2017년 상반기까지의 자료를 변경하였음
",%,"통계청, 「지역별고용조사」",2017,3.75
기업수,"활동기업: 비영리기업을 제외한 국내 영리기업 중 당해연도에 매출액이 있거나, 상용근로자가 있는 기업
▶국세청 사업자등록자료 중 약 750만개 활동영리기업 (표준산업분류상 O, T, U 제외), 10차개정(2011~) 기준
",개,"통계청, 「기업생멸행정통계」 ",2017,120183.0
소상공인사업체수,"소상공인은 소기업 중 상시근로자가 10인 미만(광업, 제조업, 건설업, 운수 및 창고업) 또는 5인 미만(기타 업종)인 기업
▶구단위 합으로 시 산출
▶통계청 기업통계등록부(Statistical Business Registers) 재편 ·가공
▶작성대상은 기준시점(연말) 당시 영리기업임
▶해당자료는 기업 단위로 작성됐기 때문에, 사업체 단위 통계와 상이하니 사용 시 유의
",개,"중소벤처기업부, 「중소기업기본통계」",2017,
지역내 총생산(GRDP),"지역내총생산(시장가격)
▶2020년 기준",백만원,"경기도, 「경기도지역내총생산」",2017,
명목,,,,2017,31690799.0
실질,,,,2017,31728988.0
수출액,"수출액
▶조회조건: 품목-HSK, 지역-전국, 서을, 경기, 수원, 성남, 고양, 용인, 화성,  당월/누계-당해, 단위-금액 - 천불
",천불,"한국무역협회, 「K-stat 무역통계」 ",2017,7640071.0
창업률,"※ 창업률 = (신생기업 수 ÷ 활동기업 수) × 100
▶활동기업: 비영리기업을 제외한 국내 영리기업 중 당해연도(t)에 매출액이 있거나, 상용근로자가 있는 기업
▶신생기업: 당해연도(t)와 전년도(t-1)의 활동 영리기업DB 비교를 통해 새로운 경제활동을 시작하여 매출액 또는 상용근로자가 존재하는 기업 (기존 기업일지라도 대표자, 주소, 산업활동(산업 중분류 기준) 중 2개 이상이 동시에 변경된 경우에는 신생기업으로 분류)
▶국세청 사업자등록자료 중 약 750만개 활동영리기업 (표준산업분류상 O, T, U 제외), 10차개정(2011~) 기준
",%,"통계청, 「기업생멸행정통계」 ",2017,17.56654435319471
벤처기업수,"「벤처기업육성에관한특별조치법」 제2조에 의해 벤처기업으로 확인·지정한 모든 벤처기업체의 수
※ 연도별 벤처기업 수는 벤처확인유형별 기업 수의 합
",개사,"중소벤처기업부, 벤처확인종합관리시스템",2017,689.0
여성기업 수,"여성대표자 사업체 수
",개,"경기도 수원시, 「사업체조사」",2017,29444.0
주택보급률,"※ 주택보급률 = 주택수 ÷ 일반가구수 × 100
▶국토교통부 새로운 산정방식 적용, 다가구 단독주택 산정방식이 변경(동 → 호), 2005년부터~게재, 국토부 新산정방식과 불합. 수원시는 통계정확성을 위해 이를개선, 5년마다 실시중인 인구주택 총조사를 기준으로 세움터에 입력되는 월별 순증분(신축,멸실)을 반영하여 다가구 주택의 호수를 반영 산출한 값
",%,"경기도 수원시, 「수원기본통계」",2017,100.9
주택가격,,,,2017,
매매가격지수,"기준시점의 가격을 100으로 하여 상대적 가격 수준을 지수화(종합)
▶기준: 2021.06.=100.0(시점 변경(기존:'17.11. → 변경: '21.06.)에 따른 데이터 변경)
▶수원기본통계 내 주택가격지수에서 제공하는 주택매매가격지수(종합)임
",,"경기도 수원시, 「수원기본통계」",2017,100.0
전세가격지수,"기준시점의 가격을 100으로 하여 상대적 가격 수준을 지수화(종합)
▶기준: 2021.06.=100.0(기준시점 변경(기존:'17.11. → 변경: '21.06.)에 따른 데이터 변경)
▶수원기본통계 내 주택가격지수에서 제공하는 주택전세 가격지수(종합)임
",,"경기도 수원시, 「수원기본통계」",2017,99.8
미분양주택수,"미분양 건 수
▶연도별 미분양 주택은 매년 12월 기준",호,"국토교통부, 「미분양주택현황보고」",2017,7.0
주거환경만족도,"※ 주택 만족도 = 5점 척도 중 ""매우 만족"" + ""약간 만족"" 응답 비율
",%,"경기도 수원시, 「수원시사회조사」",2017,47.599999999999994
노후주택비율,"전체 주택 대비 30년 이상 된 주택 비율
※ 노후주택비율(%) = (30년 이상 된 주택 수 ÷ 전체 주택 수) × 100
",%,통계청(인구총조사과),2017,8.9
비주택거주가구비율,"인구주택총조사(전수조사)의 주택이외의 거처(오피스텔, 숙박업소, 기숙사 사회시설, 판잣집 비닐하우스, 기타) 중 오피스텔을 제외한 거주가구 비율
※ 비주택 거주가구 비율 = ((주택이외의 거처 가구 수 - 오피스텔 가구 수) ÷ 전체 가구 수) × 100
",%,"통계청, 「인구주택총조사고보서」",2017,
아파트 수,"아파트 수
",호,"경기도 수원시, 「수원기본통계」",2017,252852.0
주관적 건강수준 인지율,"평소에 본인의 건강이 ""매우 좋은"" 또는 ""좋은""이라고 응답한 사람의 분율
▶표준화율: 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 통계청)로 보정한 결과
",%,"질병관리청, 「지역사회건강조사」",2017,43.8
흡연율,"평생(지금까지) 5갑(100개비) 이상 흡연한 사람으로서 현재 흡연하는 사람(""매일 피움"" 또는 ""가끔 피움"")의 분율
▶표준화율: 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 통계청)로 보정한 결과
",%,"질병관리청, 「지역사회건강조사」",2017,20.0
건강생활 실천율,"금연, 절주, 걷기를 모두 실천하는 사람의 분율
▶금연 실천자: 평생 흡연해본 적이 없거나, 과거 흡연하였더라도 현재 금연하고 있는 사람
▶절주 실천자: 비음주자이거나, 최근 1년동안 술을 마셨더라도 한 번의 술자리에서 남자는 7잔 미만, 여자는 5잔 미만으로 주 1회 이하로 마신 사람
▶걷기 실천자: 최근 1주일 동안 1일 30분 이상 걷기를 주 5일 이상 실천한 사람
▶표준화율: 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 통계청)로 보정한 결과
",%,"질병관리청, 「지역사회건강조사」",2017,31.3
만성질환 유병율,"만성질환(비만, 당뇨, 고혈압)이 있는 사람의 비율(표준화율)
▶당뇨병/고혈압: 의사에게 당뇨병/고혈압을 진단받은 30세 이상 사람의 분율(%)
▶비만: 체질량지수(kg/㎡)가 25이상인 사람의 분율(%)
  - 2018년 연도비교 및 해석 시 주의 (2018년: 자가보고 키/몸무게 설문 시 신체계측을 병행하여 실시, 2008-2017년, 2020년: 자가보고 키/몸무게만 설문)
  - 2019년 조사시 자가보고 키/몸무게를 설문하지 않음에 따라 시계열 단절이 발생
▶표준화율(%): 연도 및 지역간 비교를 위해 인구구성 차이에 따른 영향을 표준인구(2005년 추계인구, 통계청)로 보정한 결과",%,"질병관리청, 「지역사회건강조사」",2017,
